LAYER	BK	CH	VS	OL_REF	LANG	ACTION	EXPR_NO	TOKEN_POS	SOURCE_EXPRESSION	ORIGINAL_VALUES	FINAL_VALUES	RULE_CLASS	REASON	REVIEW_STATUS
AUDITED_OL_NORMALIZATION_MANIFEST				ISA 17:6	HEB	REPLACE_VERSE_VALUES			שְׁנַ֧יִם שְׁלֹשָׁ֛ה | אַרְבָּעָ֣ה חֲמִשָּׁ֗ה	5;9	2;3;4;5	STRUCTURAL_COMPOSITION	Reviewed OL syntax requires independent values in source order; prior seed merged or omitted expression boundaries.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				ISA 20:4	HEB	DROP_EXPR	1		שֵׁ֖ת	6		LEXICAL_FALSE_POSITIVE	Proper-name/body lexeme שֵׁת is not the numeral six in this context.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				ISA 21:10	HEB	DROP_EXPR	1		מֵאֵ֨ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				ISA 28:22	HEB	DROP_EXPR	1		מֵאֵ֨ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				ISA 38:7	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				ISA 43:18	HEB	DROP_EXPR	1		רִֽאשֹׁנ֑וֹת	1		LEXICAL_FALSE_POSITIVE	"Temporal/lexicalized ""formerly/as before/former things"" usage, not numeric rank one."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				ISA 46:9	HEB	DROP_EXPR	1		רִאשֹׁנ֖וֹת	1		LEXICAL_FALSE_POSITIVE	"Temporal/lexicalized ""formerly/as before/former things"" usage, not numeric rank one."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JDG 1:14	HEB	DROP_EXPR	1		מֵֽאֵת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JDG 7:3	HEB	REPLACE_VERSE_VALUES			עֶשְׂרִ֤ים וּשְׁנַ֙יִם֙ אֶ֔לֶף וַעֲשֶׂ֥רֶת אֲלָפִ֖ים	32000	22000;10000	STRUCTURAL_COMPOSITION	Twenty-two thousand departed; ten thousand remained; distinct clauses.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JDG 8:7	HEB	DROP_EXPR	1		וְדַשְׁתִּי֙	2		LEXICAL_FALSE_POSITIVE	"verb ""I will thresh"", not two"	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JDG 18:29	HEB	DROP_EXPR	1		לָרִאשֹׁנָֽה׃	1		LEXICAL_FALSE_POSITIVE	"Temporal/lexicalized ""formerly/as before/former things"" usage, not numeric rank one."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JDG 20:10	HEB	REPLACE_VERSE_VALUES			עֲשָׂרָה֩ | לַמֵּאָ֜ה | וּמֵאָ֤ה לָאֶ֙לֶף֙ וְאֶ֣לֶף לָרְבָבָ֔ה	10;100;10100000	10;100;100;1000;1000;10000	STRUCTURAL_COMPOSITION	Ratio/distributive quantities must remain separate.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JDG 20:32	HEB	DROP_EXPR	1		כְּבָרִאשֹׁנָ֑ה	1		LEXICAL_FALSE_POSITIVE	"Temporal/lexicalized ""formerly/as before/former things"" usage, not numeric rank one."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 2:37	HEB	DROP_EXPR	1		מֵאֵ֥ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 7:1	HEB	DROP_EXPR	1		מֵאֵ֥ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 11:1	HEB	DROP_EXPR	1		מֵאֵ֥ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 16:5	HEB	DROP_EXPR	1		מֵאֵ֨ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 18:1	HEB	DROP_EXPR	1		מֵאֵ֥ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 21:1	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 23:15	HEB	DROP_EXPR	1		מֵאֵת֙	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 23:30	HEB	DROP_EXPR	1		מֵאֵ֥ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 26:1	HEB	DROP_EXPR	1		מֵאֵ֥ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 27:1	HEB	DROP_EXPR	1		מֵאֵ֥ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 30:1	HEB	DROP_EXPR	1		מֵאֵ֥ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 31:19	HEB	DROP_EXPR	1		בֹּ֚שְׁתִּי	2		LEXICAL_FALSE_POSITIVE	verb/noun of shame, not two	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 32:1	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 32:9	HEB	DROP_EXPR	1		מֵאֵ֛ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 33:7	HEB	DROP_EXPR	1		כְּבָרִֽאשֹׁנָֽה׃	1		LEXICAL_FALSE_POSITIVE	"Temporal/lexicalized ""formerly/as before/former things"" usage, not numeric rank one."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 33:11	HEB	DROP_EXPR	1		כְּבָרִאשֹׁנָ֖ה	1		LEXICAL_FALSE_POSITIVE	"Temporal/lexicalized ""formerly/as before/former things"" usage, not numeric rank one."	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 34:1	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 34:8	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 34:12	HEB	DROP_EXPR	1		מֵאֵ֥ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 35:1	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 36:1	HEB	DROP_EXPR	1		מֵאֵ֥ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 37:17	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 40:1	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 41:16	HEB	DROP_EXPR	1		מֵאֵ֨ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 49:14	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 51:36	HEB	DROP_EXPR	1		וְהֹבַשְׁתִּ֖י	2		LEXICAL_FALSE_POSITIVE	"verb ""I will dry up"", not two"	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 51:39	HEB	DROP_EXPR	1		מִשְׁתֵּיהֶ֗ם	2		LEXICAL_FALSE_POSITIVE	drink/feasting noun, not two	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 52:22	HEB	REPLACE_VERSE_VALUES			הָאַחַת֮ חָמֵ֣שׁ | הַשֵּׁנִ֖י	6;2	1;5;2	STRUCTURAL_COMPOSITION	Reviewed OL syntax requires independent values in source order; prior seed merged or omitted expression boundaries.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JER 52:34	HEB	DROP_EXPR	1		מֵאֵ֧ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JOB 2:7	HEB	DROP_EXPR	1		מֵאֵ֖ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JOB 2:10	HEB	DROP_EXPR	2		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JOB 29:14	HEB	DROP_EXPR	1		לָ֭בַשְׁתִּי	2		LEXICAL_FALSE_POSITIVE	"verb ""I clothed myself"", not two"	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JOS 8:33	HEB	REPLACE_VERSE_VALUES			בָּרִאשֹׁנָֽה׃	1	1/2;1/2	STRUCTURAL_COMPOSITION	Reviewed OL syntax requires independent values in source order; prior seed merged or omitted expression boundaries.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JOS 11:20	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JOS 14:2	HEB	REPLACE_VERSE_VALUES			לְתִשְׁעַ֥ת | וַחֲצִ֥י	9;1/2	19/2	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JOS 14:3	HEB	REPLACE_VERSE_VALUES			שְׁנֵ֤י | וַחֲצִ֣י	2;1/2	5/2	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JOS 15:18	HEB	DROP_EXPR	1		מֵֽאֵת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JOS 21:34	HEB	DROP_EXPR	1		מֵאֵת֙	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JOS 22:9	HEB	DROP_EXPR	2		מֵאֵת֙	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JOS 22:32	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				JOS 24:32	HEB	DROP_EXPR	1		מֵאֵ֛ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				LEV 7:34	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				LEV 7:34	HEB	DROP_EXPR	2		מֵאֵ֖ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				LEV 7:36	HEB	DROP_EXPR	1		מֵאֵ֖ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				LEV 10:4	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				LEV 12:4	HEB	REPLACE_VERSE_VALUES			וּשְׁלֹשִׁ֥ים | וּשְׁלֹ֣שֶׁת	30;3	33	SEMANTIC_COMPOUND	Multiple additive constituents form one semantic numeric quantity (age, duration, tribal count, or mixed fraction).	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				LEV 13:48	HEB	DROP_EXPR	1		בִֽשְׁתִי֙	2		LEXICAL_FALSE_POSITIVE	textile/weaving noun, not two	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				LEV 14:4	HEB	DROP_EXPR	2		וּשְׁנִ֥י	2		LEXICAL_FALSE_POSITIVE	שְׁנִי in the fixed scarlet/crimson dye expression is a color/material lexeme, not the numeral two.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				LEV 14:6	HEB	DROP_EXPR	1		שְׁנִ֥י	2		LEXICAL_FALSE_POSITIVE	שְׁנִי in the fixed scarlet/crimson dye expression is a color/material lexeme, not the numeral two.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				LEV 14:49	HEB	DROP_EXPR	2		וּשְׁנִ֥י	2		LEXICAL_FALSE_POSITIVE	שְׁנִי in the fixed scarlet/crimson dye expression is a color/material lexeme, not the numeral two.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				LEV 14:51	HEB	DROP_EXPR	1		שְׁנִ֣י	2		LEXICAL_FALSE_POSITIVE	שְׁנִי in the fixed scarlet/crimson dye expression is a color/material lexeme, not the numeral two.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				LEV 14:52	HEB	DROP_EXPR	1		וּבִשְׁנִ֥י	2		LEXICAL_FALSE_POSITIVE	שְׁנִי in the fixed scarlet/crimson dye expression is a color/material lexeme, not the numeral two.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				LEV 24:8	HEB	DROP_EXPR	1		מֵאֵ֥ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				LEV 25:15	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				LEV 25:44	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				LUK 9:33	GRK	REPLACE_VERSE_VALUES			τρεῖς μίαν | μίαν | μίαν	4;1;1	3;1;1;1	STRUCTURAL_COMPOSITION	Reviewed OL syntax requires independent values in source order; prior seed merged or omitted expression boundaries.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				LUK 10:1	GRK	REPLACE_VERSE_VALUES			ἑβδομήκοντα δύο | δύο δύο	72;4	72;2;2	STRUCTURAL_COMPOSITION	Reviewed OL syntax requires independent values in source order; prior seed merged or omitted expression boundaries.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				LUK 12:52	GRK	REPLACE_VERSE_VALUES			πέντε | ἑνὶ | τρεῖς | δυσὶν δύο | τρισίν	5;1;3;4;3	5;1;3;2;2;3	STRUCTURAL_COMPOSITION	Reviewed OL syntax requires independent values in source order; prior seed merged or omitted expression boundaries.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				MIC 1:12	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				MIC 3:5	HEB	DROP_EXPR	1		בְּשִׁנֵּיהֶם֙	2		LEXICAL_FALSE_POSITIVE	"""with their teeth"", not two"	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				MIC 5:6	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				MRK 6:7	GRK	REPLACE_VERSE_VALUES			δώδεκα | δύο δύο	12;4	12;2;2	STRUCTURAL_COMPOSITION	Reviewed OL syntax requires independent values in source order; prior seed merged or omitted expression boundaries.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				MRK 6:38	GRK	REPLACE_VERSE_VALUES			Πέντε δύο	7	5;2	STRUCTURAL_COMPOSITION	Five loaves and two fish are independent counts.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NEH 6:16	HEB	DROP_EXPR	1		מֵאֵ֣ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 3:9	HEB	DROP_EXPR	1		מֵאֵ֖ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 3:49	HEB	DROP_EXPR	1		מֵאֵת֙	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 3:50	HEB	DROP_EXPR	1		מֵאֵ֗ת	100		LEXICAL_FALSE_POSITIVE	Pointed מֵאֵת/מֵאֶת is the prepositional construction 'from/by', not the numeral 'hundred'.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:13	HEB	REPLACE_VERSE_VALUES			אַחַ֗ת שְׁלֹשִׁ֣ים וּמֵאָה֮ | אֶחָד֙ | שִׁבְעִ֥ים | שְׁנֵיהֶ֣ם_׀	131;1;70;2	1;130;1;70;2	STRUCTURAL_COMPOSITION	Offering inventory: one plate weighing 130, one bowl weighing 70; the two vessels are explicitly counted together.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:14	HEB	REPLACE_VERSE_VALUES			אַחַ֛ת עֲשָׂרָ֥ה	11	1;10	STRUCTURAL_COMPOSITION	One gold dish/spoon with weight ten; do not add one to ten.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:19	HEB	REPLACE_VERSE_VALUES			אַחַ֗ת שְׁלֹשִׁ֣ים וּמֵאָה֮ | אֶחָד֙ | שִׁבְעִ֥ים | שְׁנֵיהֶ֣ם_׀	131;1;70;2	1;130;1;70;2	STRUCTURAL_COMPOSITION	Offering inventory: one plate weighing 130, one bowl weighing 70; the two vessels are explicitly counted together.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:20	HEB	REPLACE_VERSE_VALUES			אַחַ֛ת עֲשָׂרָ֥ה	11	1;10	STRUCTURAL_COMPOSITION	One gold dish/spoon with weight ten; do not add one to ten.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:25	HEB	REPLACE_VERSE_VALUES			אַחַ֗ת שְׁלֹשִׁ֣ים וּמֵאָה֮ | אֶחָד֙ | שִׁבְעִ֥ים | שְׁנֵיהֶ֣ם_׀	131;1;70;2	1;130;1;70;2	STRUCTURAL_COMPOSITION	Offering inventory: one plate weighing 130, one bowl weighing 70; the two vessels are explicitly counted together.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:26	HEB	REPLACE_VERSE_VALUES			אַחַ֛ת עֲשָׂרָ֥ה	11	1;10	STRUCTURAL_COMPOSITION	One gold dish/spoon with weight ten; do not add one to ten.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:31	HEB	REPLACE_VERSE_VALUES			אַחַ֗ת שְׁלֹשִׁ֣ים וּמֵאָה֮ | אֶחָד֙ | שִׁבְעִ֥ים | שְׁנֵיהֶ֣ם_׀	131;1;70;2	1;130;1;70;2	STRUCTURAL_COMPOSITION	Offering inventory: one plate weighing 130, one bowl weighing 70; the two vessels are explicitly counted together.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:32	HEB	REPLACE_VERSE_VALUES			אַחַ֛ת עֲשָׂרָ֥ה	11	1;10	STRUCTURAL_COMPOSITION	One gold dish/spoon with weight ten; do not add one to ten.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:37	HEB	REPLACE_VERSE_VALUES			אַחַ֗ת שְׁלֹשִׁ֣ים וּמֵאָה֮ | אֶחָד֙ | שִׁבְעִ֥ים | שְׁנֵיהֶ֣ם_׀	131;1;70;2	1;130;1;70;2	STRUCTURAL_COMPOSITION	Offering inventory: one plate weighing 130, one bowl weighing 70; the two vessels are explicitly counted together.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:38	HEB	REPLACE_VERSE_VALUES			אַחַ֛ת עֲשָׂרָ֥ה	11	1;10	STRUCTURAL_COMPOSITION	One gold dish/spoon with weight ten; do not add one to ten.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:43	HEB	REPLACE_VERSE_VALUES			אַחַ֗ת שְׁלֹשִׁ֣ים וּמֵאָה֮ | אֶחָד֙ | שִׁבְעִ֥ים | שְׁנֵיהֶ֣ם_׀	131;1;70;2	1;130;1;70;2	STRUCTURAL_COMPOSITION	Offering inventory: one plate weighing 130, one bowl weighing 70; the two vessels are explicitly counted together.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:44	HEB	REPLACE_VERSE_VALUES			אַחַ֛ת עֲשָׂרָ֥ה	11	1;10	STRUCTURAL_COMPOSITION	One gold dish/spoon with weight ten; do not add one to ten.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:49	HEB	REPLACE_VERSE_VALUES			אַחַ֗ת שְׁלֹשִׁ֣ים וּמֵאָה֮ | אֶחָד֙ | שִׁבְעִ֥ים | שְׁנֵיהֶ֣ם_׀	131;1;70;2	1;130;1;70;2	STRUCTURAL_COMPOSITION	Offering inventory: one plate weighing 130, one bowl weighing 70; the two vessels are explicitly counted together.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:50	HEB	REPLACE_VERSE_VALUES			אַחַ֛ת עֲשָׂרָ֥ה	11	1;10	STRUCTURAL_COMPOSITION	One gold dish/spoon with weight ten; do not add one to ten.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:55	HEB	REPLACE_VERSE_VALUES			אַחַ֗ת שְׁלֹשִׁ֣ים וּמֵאָה֮ | אֶחָד֙ | שִׁבְעִ֥ים | שְׁנֵיהֶ֣ם_׀	131;1;70;2	1;130;1;70;2	STRUCTURAL_COMPOSITION	Offering inventory: one plate weighing 130, one bowl weighing 70; the two vessels are explicitly counted together.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:56	HEB	REPLACE_VERSE_VALUES			אַחַ֛ת עֲשָׂרָ֥ה	11	1;10	STRUCTURAL_COMPOSITION	One gold dish/spoon with weight ten; do not add one to ten.	CONFIRMED
AUDITED_OL_NORMALIZATION_MANIFEST				NUM 7:61	HEB	REPLACE_VERSE_VALUES			אַחַ֗ת שְׁלֹשִׁ֣ים וּמֵאָה֮ | אֶחָד֙ | שִׁבְעִ֥ים | שְׁנֵיהֶ֣ם_׀	131;1;70;2	1;130;1;70;2	STRUCTURAL_COMPOSITION	Offering inventory: one plate weighing 130, one bowl weighing 70; the two vessels are explicitly counted together.	CONFIRMED
