OL_REF	LANG	EXPR_NO	TOKEN_POS	SOURCE_EXPRESSION	DIGIT_VALUE	ORIGIN	OL_TEXT
JDG 20:22	HEB	1	13	הָרִאשֽׁוֹן׃	1	RAW_PARSER	וַיִּתְחַזֵּ֥ק הָעָ֖ם אִ֣ישׁ יִשְׂרָאֵ֑ל וַיֹּסִ֙פוּ֙ לַעֲרֹ֣ךְ מִלְחָמָ֔ה בַּמָּק֕וֹם אֲשֶׁר־עָ֥רְכוּ שָׁ֖ם בַּיּ֥וֹם הָרִאשֽׁוֹן׃
JDG 20:24	HEB	1	8	הַשֵּׁנִֽי׃	2	RAW_PARSER	וַיִּקְרְב֧וּ בְנֵֽי־יִשְׂרָאֵ֛ל אֶל־בְּנֵ֥י בִנְיָמִ֖ן בַּיּ֥וֹם הַשֵּׁנִֽי׃
JDG 20:25	HEB	1	7	הַשֵּׁנִי֒	2	RAW_PARSER	וַיֵּצֵא֩ בִנְיָמִ֨ן_׀ לִקְרָאתָ֥ם_׀ מִֽן־הַגִּבְעָה֮ בַּיּ֣וֹם הַשֵּׁנִי֒ וַיַּשְׁחִיתוּ֩ בִבְנֵ֨י יִשְׂרָאֵ֜ל ע֗וֹד שְׁמֹנַ֨ת עָשָׂ֥ר אֶ֛לֶף אִ֖ישׁ אָ֑רְצָה כָּל־אֵ֖לֶּה שֹׁ֥לְפֵי חָֽרֶב׃
JDG 20:25	HEB	2	12	שְׁמֹנַ֨ת עָשָׂ֥ר אֶ֛לֶף	18000	RAW_PARSER	וַיֵּצֵא֩ בִנְיָמִ֨ן_׀ לִקְרָאתָ֥ם_׀ מִֽן־הַגִּבְעָה֮ בַּיּ֣וֹם הַשֵּׁנִי֒ וַיַּשְׁחִיתוּ֩ בִבְנֵ֨י יִשְׂרָאֵ֜ל ע֗וֹד שְׁמֹנַ֨ת עָשָׂ֥ר אֶ֛לֶף אִ֖ישׁ אָ֑רְצָה כָּל־אֵ֖לֶּה שֹׁ֥לְפֵי חָֽרֶב׃
JDG 20:30	HEB	1	8	הַשְּׁלִישִׁ֑י	3	RAW_PARSER	וַיַּעֲל֧וּ בְנֵֽי־יִשְׂרָאֵ֛ל אֶל־בְּנֵ֥י בִנְיָמִ֖ן בַּיּ֣וֹם הַשְּׁלִישִׁ֑י וַיַּעַרְכ֥וּ אֶל־הַגִּבְעָ֖ה כְּפַ֥עַם בְּפָֽעַם׃
JDG 20:31	HEB	1	17	אַחַ֜ת	1	RAW_PARSER	וַיֵּצְא֤וּ בְנֵֽי־בִנְיָמִן֙ לִקְרַ֣את הָעָ֔ם הָנְתְּק֖וּ מִן־הָעִ֑יר וַיָּחֵ֡לּוּ לְהַכּוֹת֩ מֵהָעָ֨ם חֲלָלִ֜ים כְּפַ֣עַם_׀ בְּפַ֗עַם בַּֽמְסִלּוֹת֙ אֲשֶׁ֨ר אַחַ֜ת עֹלָ֣ה בֵֽית־אֵ֗ל וְאַחַ֤ת גִּבְעָ֙תָה֙ בַּשָּׂדֶ֔ה כִּשְׁלֹשִׁ֥ים אִ֖ישׁ בְּיִשְׂרָאֵֽל׃
JDG 20:31	HEB	2	21	וְאַחַ֤ת	1	RAW_PARSER	וַיֵּצְא֤וּ בְנֵֽי־בִנְיָמִן֙ לִקְרַ֣את הָעָ֔ם הָנְתְּק֖וּ מִן־הָעִ֑יר וַיָּחֵ֡לּוּ לְהַכּוֹת֩ מֵהָעָ֨ם חֲלָלִ֜ים כְּפַ֣עַם_׀ בְּפַ֗עַם בַּֽמְסִלּוֹת֙ אֲשֶׁ֨ר אַחַ֜ת עֹלָ֣ה בֵֽית־אֵ֗ל וְאַחַ֤ת גִּבְעָ֙תָה֙ בַּשָּׂדֶ֔ה כִּשְׁלֹשִׁ֥ים אִ֖ישׁ בְּיִשְׂרָאֵֽל׃
JDG 20:31	HEB	3	24	כִּשְׁלֹשִׁ֥ים	30	RAW_PARSER	וַיֵּצְא֤וּ בְנֵֽי־בִנְיָמִן֙ לִקְרַ֣את הָעָ֔ם הָנְתְּק֖וּ מִן־הָעִ֑יר וַיָּחֵ֡לּוּ לְהַכּוֹת֩ מֵהָעָ֨ם חֲלָלִ֜ים כְּפַ֣עַם_׀ בְּפַ֗עַם בַּֽמְסִלּוֹת֙ אֲשֶׁ֨ר אַחַ֜ת עֹלָ֣ה בֵֽית־אֵ֗ל וְאַחַ֤ת גִּבְעָ֙תָה֙ בַּשָּׂדֶ֔ה כִּשְׁלֹשִׁ֥ים אִ֖ישׁ בְּיִשְׂרָאֵֽל׃
JDG 20:34	HEB	1	4	עֲשֶׂרֶת֩ אֲלָפִ֨ים	10000	RAW_PARSER	וַיָּבֹאוּ֩ מִנֶּ֨גֶד לַגִּבְעָ֜ה עֲשֶׂרֶת֩ אֲלָפִ֨ים אִ֤ישׁ בָּחוּר֙ מִכָּל־יִשְׂרָאֵ֔ל וְהַמִּלְחָמָ֖ה כָּבֵ֑דָה וְהֵם֙ לֹ֣א יָדְע֔וּ כִּֽי־נֹגַ֥עַת עֲלֵיהֶ֖ם הָרָעָֽה׃ פ
JDG 20:35	HEB	1	13	עֶשְׂרִ֨ים וַחֲמִשָּׁ֥ה אֶ֛לֶף וּמֵאָ֖ה	25100	RAW_PARSER	וַיִּגֹּ֨ף יְהוָ֥ה_׀ אֶֽת־בִּנְיָמִן֮ לִפְנֵ֣י יִשְׂרָאֵל֒ וַיַּשְׁחִיתוּ֩ בְנֵ֨י יִשְׂרָאֵ֤ל בְּבִנְיָמִן֙ בַּיּ֣וֹם הַה֔וּא עֶשְׂרִ֨ים וַחֲמִשָּׁ֥ה אֶ֛לֶף וּמֵאָ֖ה אִ֑ישׁ כָּל־אֵ֖לֶּה שֹׁ֥לֵף חָֽרֶב׃
JDG 20:39	HEB	1	11	כִּשְׁלֹשִׁ֣ים	30	RAW_PARSER	וַיַּהֲפֹ֥ךְ אִֽישׁ־יִשְׂרָאֵ֖ל בַּמִּלְחָמָ֑ה וּבִנְיָמִ֡ן הֵחֵל֩ לְהַכּ֨וֹת חֲלָלִ֤ים בְּאִֽישׁ־יִשְׂרָאֵל֙ כִּשְׁלֹשִׁ֣ים אִ֔ישׁ כִּ֣י אָמְר֔וּ אַךְ֩ נִגּ֨וֹף נִגָּ֥ף הוּא֙ לְפָנֵ֔ינוּ כַּמִּלְחָמָ֖ה הָרִאשֹׁנָֽה׃
JDG 20:39	HEB	2	21	הָרִאשֹׁנָֽה׃	1	RAW_PARSER	וַיַּהֲפֹ֥ךְ אִֽישׁ־יִשְׂרָאֵ֖ל בַּמִּלְחָמָ֑ה וּבִנְיָמִ֡ן הֵחֵל֩ לְהַכּ֨וֹת חֲלָלִ֤ים בְּאִֽישׁ־יִשְׂרָאֵל֙ כִּשְׁלֹשִׁ֣ים אִ֔ישׁ כִּ֣י אָמְר֔וּ אַךְ֩ נִגּ֨וֹף נִגָּ֥ף הוּא֙ לְפָנֵ֔ינוּ כַּמִּלְחָמָ֖ה הָרִאשֹׁנָֽה׃
JDG 20:44	HEB	1	3	שְׁמֹנָֽה עָשָׂ֥ר אֶ֖לֶף	18000	RAW_PARSER	וַֽיִּפְּלוּ֙ מִבִּנְיָמִ֔ן שְׁמֹנָֽה־עָשָׂ֥ר אֶ֖לֶף אִ֑ישׁ אֶת־כָּל־אֵ֖לֶּה אַנְשֵׁי־חָֽיִל׃
JDG 20:45	HEB	1	9	חֲמֵ֥שֶׁת אֲלָפִ֖ים	5000	RAW_PARSER	וַיִּפְנ֞וּ וַיָּנֻ֤סוּ הַמִּדְבָּ֙רָה֙ אֶל־סֶ֣לַע הָֽרִמּ֔וֹן וַיְעֹֽלְלֻ֙הוּ֙ בַּֽמְסִלּ֔וֹת חֲמֵ֥שֶׁת אֲלָפִ֖ים אִ֑ישׁ וַיַּדְבִּ֤יקוּ אַחֲרָיו֙ עַד־גִּדְעֹ֔ם וַיַּכּ֥וּ מִמֶּ֖נּוּ אַלְפַּ֥יִם אִֽישׁ׃
JDG 20:45	HEB	2	18	אַלְפַּ֥יִם	2000	RAW_PARSER	וַיִּפְנ֞וּ וַיָּנֻ֤סוּ הַמִּדְבָּ֙רָה֙ אֶל־סֶ֣לַע הָֽרִמּ֔וֹן וַיְעֹֽלְלֻ֙הוּ֙ בַּֽמְסִלּ֔וֹת חֲמֵ֥שֶׁת אֲלָפִ֖ים אִ֑ישׁ וַיַּדְבִּ֤יקוּ אַחֲרָיו֙ עַד־גִּדְעֹ֔ם וַיַּכּ֥וּ מִמֶּ֖נּוּ אַלְפַּ֥יִם אִֽישׁ׃
JDG 20:46	HEB	1	5	עֶשְׂרִים֩ וַחֲמִשָּׁ֨ה אֶ֥לֶף	25000	RAW_PARSER	וַיְהִי֩ כָל־הַנֹּ֨פְלִ֜ים מִבִּנְיָמִ֗ן עֶשְׂרִים֩ וַחֲמִשָּׁ֨ה אֶ֥לֶף אִ֛ישׁ שֹׁ֥לֵֽף חֶ֖רֶב בַּיּ֣וֹם הַה֑וּא אֶֽת־כָּל־אֵ֖לֶּה אַנְשֵׁי־חָֽיִל׃
JDG 20:47	HEB	1	7	שֵׁ֥שׁ מֵא֖וֹת	600	RAW_PARSER	וַיִּפְנ֞וּ וַיָּנֻ֤סוּ הַמִּדְבָּ֙רָה֙ אֶל־סֶ֣לַע הָֽרִמּ֔וֹן שֵׁ֥שׁ מֵא֖וֹת אִ֑ישׁ וַיֵּֽשְׁבוּ֙ בְּסֶ֣לַע רִמּ֔וֹן אַרְבָּעָ֖ה חֳדָשִֽׁים׃
JDG 20:47	HEB	2	13	אַרְבָּעָ֖ה	4	RAW_PARSER	וַיִּפְנ֞וּ וַיָּנֻ֤סוּ הַמִּדְבָּ֙רָה֙ אֶל־סֶ֣לַע הָֽרִמּ֔וֹן שֵׁ֥שׁ מֵא֖וֹת אִ֑ישׁ וַיֵּֽשְׁבוּ֙ בְּסֶ֣לַע רִמּ֔וֹן אַרְבָּעָ֖ה חֳדָשִֽׁים׃
JDG 21:3	HEB	1	13	אֶחָֽד׃	1	RAW_PARSER	וַיֹּ֣אמְר֔וּ לָמָ֗ה יְהוָה֙ אֱלֹהֵ֣י יִשְׂרָאֵ֔ל הָ֥יְתָה זֹּ֖את בְּיִשְׂרָאֵ֑ל לְהִפָּקֵ֥ד הַיּ֛וֹם מִיִּשְׂרָאֵ֖ל שֵׁ֥בֶט אֶחָֽד׃
JDG 21:6	HEB	1	11	אֶחָ֖ד	1	RAW_PARSER	וַיִּנָּֽחֲמוּ֙ בְּנֵ֣י יִשְׂרָאֵ֔ל אֶל־בִּנְיָמִ֖ן אָחִ֑יו וַיֹּ֣אמְר֔וּ נִגְדַּ֥ע הַיּ֛וֹם שֵׁ֥בֶט אֶחָ֖ד מִיִּשְׂרָאֵֽל׃
JDG 21:8	HEB	1	3	אֶחָד֙	1	RAW_PARSER	וַיֹּ֣אמְר֔וּ מִ֗י אֶחָד֙ מִשִּׁבְטֵ֣י יִשְׂרָאֵ֔ל אֲשֶׁ֛ר לֹֽא־עָלָ֥ה אֶל־יְהוָ֖ה הַמִּצְפָּ֑ה וְ֠הִנֵּה לֹ֣א בָא־אִ֧ישׁ אֶל־הַֽמַּחֲנֶ֛ה מִיָּבֵ֥ישׁ_גִּלְעָ֖ד אֶל־הַקָּהָֽל׃
JDG 21:10	HEB	1	4	שְׁנֵים עָשָׂ֥ר אֶ֛לֶף	12000	RAW_PARSER	וַיִּשְׁלְחוּ־שָׁ֣ם הָעֵדָ֗ה שְׁנֵים־עָשָׂ֥ר אֶ֛לֶף אִ֖ישׁ מִבְּנֵ֣י הֶחָ֑יִל וַיְצַוּ֨וּ אוֹתָ֜ם לֵאמֹ֗ר לְ֠כוּ וְהִכִּיתֶ֞ם אֶת־יוֹשְׁבֵ֨י יָבֵ֤שׁ_גִּלְעָד֙ לְפִי־חֶ֔רֶב וְהַנָּשִׁ֖ים וְהַטָּֽף׃
JDG 21:12	HEB	1	4	אַרְבַּ֤ע מֵאוֹת֙	400	RAW_PARSER	וַֽיִּמְצְא֞וּ מִיּוֹשְׁבֵ֣י_׀ יָבֵ֣ישׁ_גִּלְעָ֗ד אַרְבַּ֤ע מֵאוֹת֙ נַעֲרָ֣ה בְתוּלָ֔ה אֲשֶׁ֧ר לֹֽא־יָדְעָ֛ה אִ֖ישׁ לְמִשְׁכַּ֣ב זָכָ֑ר וַיָּבִ֨יאוּ אוֹתָ֤ם אֶל־הַֽמַּחֲנֶה֙ שִׁלֹ֔ה אֲשֶׁ֖ר בְּאֶ֥רֶץ כְּנָֽעַן׃ ס
JER 1:2	HEB	1	12	בִּשְׁלֹשׁ עֶשְׂרֵ֥ה	13	RAW_PARSER	אֲשֶׁ֨ר הָיָ֤ה דְבַר־יְהוָה֙ אֵלָ֔יו בִּימֵ֛י יֹאשִׁיָּ֥הוּ בֶן־אָמ֖וֹן מֶ֣לֶךְ יְהוּדָ֑ה בִּשְׁלֹשׁ־עֶשְׂרֵ֥ה שָׁנָ֖ה לְמָלְכֽוֹ׃
JER 1:3	HEB	1	10	עַשְׁתֵּ֣י עֶשְׂרֵ֣ה	11	RAW_PARSER	וַיְהִ֗י בִּימֵ֨י יְהוֹיָקִ֤ים בֶּן־יֹאשִׁיָּ֙הוּ֙ מֶ֣לֶךְ יְהוּדָ֔ה עַד־תֹּם֙ עַשְׁתֵּ֣י עֶשְׂרֵ֣ה שָׁנָ֔ה לְצִדְקִיָּ֥הוּ בֶן־יֹאשִׁיָּ֖הוּ מֶ֣לֶךְ יְהוּדָ֑ה עַד־גְּל֥וֹת יְרוּשָׁלַ֖͏ִם בַּחֹ֥דֶשׁ הַחֲמִישִֽׁי׃ ס
JER 1:3	HEB	2	22	הַחֲמִישִֽׁי׃	5	RAW_PARSER	וַיְהִ֗י בִּימֵ֨י יְהוֹיָקִ֤ים בֶּן־יֹאשִׁיָּ֙הוּ֙ מֶ֣לֶךְ יְהוּדָ֔ה עַד־תֹּם֙ עַשְׁתֵּ֣י עֶשְׂרֵ֣ה שָׁנָ֔ה לְצִדְקִיָּ֥הוּ בֶן־יֹאשִׁיָּ֖הוּ מֶ֣לֶךְ יְהוּדָ֑ה עַד־גְּל֥וֹת יְרוּשָׁלַ֖͏ִם בַּחֹ֥דֶשׁ הַחֲמִישִֽׁי׃ ס
JER 1:13	HEB	1	5	שֵׁנִ֣ית	2	RAW_PARSER	וַיְהִ֨י דְבַר־יְהוָ֤ה_׀ אֵלַי֙ שֵׁנִ֣ית לֵאמֹ֔ר מָ֥ה אַתָּ֖ה רֹאֶ֑ה וָאֹמַ֗ר סִ֤יר נָפ֙וּחַ֙ אֲנִ֣י רֹאֶ֔ה וּפָנָ֖יו מִפְּנֵ֥י צָפֽוֹנָה׃
JER 2:13	HEB	1	2	שְׁתַּ֥יִם	2	RAW_PARSER	כִּֽי־שְׁתַּ֥יִם רָע֖וֹת עָשָׂ֣ה עַמִּ֑י אֹתִ֨י עָזְב֜וּ מְק֣וֹר_׀ מַ֣יִם חַיִּ֗ים לַחְצֹ֤ב לָהֶם֙ בֹּאר֔וֹת בֹּארֹת֙ נִשְׁבָּרִ֔ים אֲשֶׁ֥ר לֹא־יָכִ֖לוּ הַמָּֽיִם׃
JER 3:14	HEB	1	12	אֶחָ֣ד	1	RAW_PARSER	שׁ֣וּבוּ בָנִ֤ים שׁוֹבָבִים֙ נְאֻם־יְהוָ֔ה כִּ֥י אָנֹכִ֖י בָּעַ֣לְתִּי בָכֶ֑ם וְלָקַחְתִּ֨י אֶתְכֶ֜ם אֶחָ֣ד מֵעִ֗יר וּשְׁנַ֙יִם֙ מִמִּשְׁפָּחָ֔ה וְהֵבֵאתִ֥י אֶתְכֶ֖ם צִיּֽוֹן׃
JER 3:14	HEB	2	14	וּשְׁנַ֙יִם֙	2	RAW_PARSER	שׁ֣וּבוּ בָנִ֤ים שׁוֹבָבִים֙ נְאֻם־יְהוָ֔ה כִּ֥י אָנֹכִ֖י בָּעַ֣לְתִּי בָכֶ֑ם וְלָקַחְתִּ֨י אֶתְכֶ֜ם אֶחָ֣ד מֵעִ֗יר וּשְׁנַ֙יִם֙ מִמִּשְׁפָּחָ֔ה וְהֵבֵאתִ֥י אֶתְכֶ֖ם צִיּֽוֹן׃
JER 7:12	HEB	1	12	בָּרִֽאשׁוֹנָ֑ה	1	RAW_PARSER	כִּ֣י לְכוּ־נָ֗א אֶל־מְקוֹמִי֙ אֲשֶׁ֣ר בְּשִׁיל֔וֹ אֲשֶׁ֨ר שִׁכַּ֧נְתִּֽי שְׁמִ֛י שָׁ֖ם בָּרִֽאשׁוֹנָ֑ה וּרְאוּ֙ אֵ֣ת אֲשֶׁר־עָשִׂ֣יתִי ל֔וֹ מִפְּנֵ֕י רָעַ֖ת עַמִּ֥י יִשְׂרָאֵֽל׃
JER 10:8	HEB	1	1	וּבְאַחַ֖ת	1	RAW_PARSER	וּבְאַחַ֖ת יִבְעֲר֣וּ וְיִכְסָ֑לוּ מוּסַ֥ר הֲבָלִ֖ים עֵ֥ץ הֽוּא׃
JER 11:10	HEB	1	5	הָרִֽאשֹׁנִ֗ים	1	RAW_PARSER	שָׁ֩‌בוּ֩ עַל־עֲוֺנֹ֨ת אֲבוֹתָ֜ם הָרִֽאשֹׁנִ֗ים אֲשֶׁ֤ר מֵֽאֲנוּ֙ לִשְׁמ֣וֹעַ אֶת־דְּבָרַ֔י וְהֵ֣מָּה הָלְכ֗וּ אַחֲרֵ֛י אֱלֹהִ֥ים אֲחֵרִ֖ים לְעָבְדָ֑ם הֵפֵ֤רוּ בֵֽית־יִשְׂרָאֵל֙ וּבֵ֣ית יְהוּדָ֔ה אֶת־בְּרִיתִ֕י אֲשֶׁ֥ר כָּרַ֖תִּי אֶת־אֲבוֹתָֽם׃ ס
JER 13:3	HEB	1	5	שֵׁנִ֥ית	2	RAW_PARSER	וַיְהִ֧י דְבַר־יְהוָ֛ה אֵלַ֖י שֵׁנִ֥ית לֵאמֹֽר׃
JER 15:3	HEB	1	3	אַרְבַּ֤ע	4	RAW_PARSER	וּפָקַדְתִּ֨י עֲלֵיהֶ֜ם אַרְבַּ֤ע מִשְׁפָּחוֹת֙ נְאֻם־יְהוָ֔ה אֶת־הַחֶ֣רֶב לַֽהֲרֹ֔ג וְאֶת־הַכְּלָבִ֖ים לִסְחֹ֑ב וְאֶת־ע֧וֹף הַשָּׁמַ֛יִם וְאֶת־בֶּהֱמַ֥ת הָאָ֖רֶץ לֶאֱכֹ֥ל וּלְהַשְׁחִֽית׃
JER 15:9	HEB	1	3	הַשִּׁבְעָ֗ה	7	RAW_PARSER	אֻמְלְלָ֞ה יֹלֶ֣דֶת הַשִּׁבְעָ֗ה נָפְחָ֥ה נַפְשָׁ֛הּ *בָּאָה **בָּ֥א שִׁמְשָׁ֛הּ בְּעֹ֥ד יוֹמָ֖ם בּ֣וֹשָׁה וְחָפֵ֑רָה וּשְׁאֵֽרִיתָ֗ם לַחֶ֧רֶב אֶתֵּ֛ן לִפְנֵ֥י אֹיְבֵיהֶ֖ם נְאֻם־יְהוָֽה׃ ס
JER 16:18	HEB	1	2	רִֽאשׁוֹנָ֗ה	1	RAW_PARSER	וְשִׁלַּמְתִּ֣י רִֽאשׁוֹנָ֗ה מִשְׁנֵ֤ה עֲוֺנָם֙ וְחַטָּאתָ֔ם עַ֖ל חַלְּלָ֣ם אֶת־אַרְצִ֑י בְּנִבְלַ֤ת שִׁקּֽוּצֵיהֶם֙ וְתוֹעֲב֣וֹתֵיהֶ֔ם מָלְא֖וּ אֶת־נַחֲלָתִֽי׃ ס
JER 17:11	HEB	1	9	בַּחֲצִ֤י	1/2	RAW_PARSER	קֹרֵ֤א דָגַר֙ וְלֹ֣א יָלָ֔ד עֹ֥שֶׂה עֹ֖שֶׁר וְלֹ֣א בְמִשְׁפָּ֑ט בַּחֲצִ֤י *יָמָו **יָמָיו֙ יַעַזְבֶ֔נּוּ וּבְאַחֲרִית֖וֹ יִהְיֶ֥ה נָבָֽל׃
JER 17:12	HEB	1	4	מֵֽרִאשׁ֑וֹן	1	RAW_PARSER	כִּסֵּ֣א כָב֔וֹד מָר֖וֹם מֵֽרִאשׁ֑וֹן מְק֖וֹם מִקְדָּשֵֽׁנוּ׃
JER 24:1	HEB	1	4	שְׁנֵי֙	2	RAW_PARSER	הִרְאַנִי֮ יְהוָה֒ וְהִנֵּ֗ה שְׁנֵי֙ דּוּדָאֵ֣י תְאֵנִ֔ים מוּעָדִ֕ים לִפְנֵ֖י הֵיכַ֣ל יְהוָ֑ה אַחֲרֵ֣י הַגְל֣וֹת נְבוּכַדְרֶאצַּ֣ר מֶֽלֶךְ־בָּבֶ֡ל אֶת־יְכָנְיָ֣הוּ בֶן־יְהוֹיָקִ֣ים מֶֽלֶךְ־יְהוּדָה֩ וְאֶת־שָׂרֵ֨י יְהוּדָ֜ה וְאֶת־הֶחָרָ֤שׁ וְאֶת־הַמַּסְגֵּר֙ מִיר֣וּשָׁלַ͏ִ֔ם וַיְבִאֵ֖ם בָּבֶֽל׃
JER 24:2	HEB	1	2	אֶחָ֗ד	1	RAW_PARSER	הַדּ֣וּד אֶחָ֗ד תְּאֵנִים֙ טֹב֣וֹת מְאֹ֔ד כִּתְאֵנֵ֖י הַבַּכֻּר֑וֹת וְהַדּ֣וּד אֶחָ֗ד תְּאֵנִים֙ רָע֣וֹת מְאֹ֔ד אֲשֶׁ֥ר לֹא־תֵֽאָכַ֖לְנָה מֵרֹֽעַ׃ ס
JER 24:2	HEB	2	2	אֶחָ֗ד	1	RAW_PARSER	הַדּ֣וּד אֶחָ֗ד תְּאֵנִים֙ טֹב֣וֹת מְאֹ֔ד כִּתְאֵנֵ֖י הַבַּכֻּר֑וֹת וְהַדּ֣וּד אֶחָ֗ד תְּאֵנִים֙ רָע֣וֹת מְאֹ֔ד אֲשֶׁ֥ר לֹא־תֵֽאָכַ֖לְנָה מֵרֹֽעַ׃ ס
JER 25:3	HEB	1	2	שְׁלֹ֣שׁ עֶשְׂרֵ֣ה	13	RAW_PARSER	מִן־שְׁלֹ֣שׁ עֶשְׂרֵ֣ה שָׁנָ֡ה לְיֹאשִׁיָּ֣הוּ בֶן־אָמוֹן֩ מֶ֨לֶךְ יְהוּדָ֜ה וְעַ֣ד_׀ הַיּ֣וֹם הַזֶּ֗ה זֶ֚ה שָׁלֹ֤שׁ וְעֶשְׂרִים֙ שָׁנָ֔ה הָיָ֥ה דְבַר־יְהוָ֖ה אֵלָ֑י וָאֲדַבֵּ֧ר אֲלֵיכֶ֛ם אַשְׁכֵּ֥ים וְדַבֵּ֖ר וְלֹ֥א שְׁמַעְתֶּֽם׃
JER 25:3	HEB	2	14	שָׁלֹ֤שׁ וְעֶשְׂרִים֙	23	RAW_PARSER	מִן־שְׁלֹ֣שׁ עֶשְׂרֵ֣ה שָׁנָ֡ה לְיֹאשִׁיָּ֣הוּ בֶן־אָמוֹן֩ מֶ֨לֶךְ יְהוּדָ֜ה וְעַ֣ד_׀ הַיּ֣וֹם הַזֶּ֗ה זֶ֚ה שָׁלֹ֤שׁ וְעֶשְׂרִים֙ שָׁנָ֔ה הָיָ֥ה דְבַר־יְהוָ֖ה אֵלָ֑י וָאֲדַבֵּ֧ר אֲלֵיכֶ֛ם אַשְׁכֵּ֥ים וְדַבֵּ֖ר וְלֹ֥א שְׁמַעְתֶּֽם׃
JER 25:11	HEB	1	13	שִׁבְעִ֥ים	70	RAW_PARSER	וְהָֽיְתָה֙ כָּל־הָאָ֣רֶץ הַזֹּ֔את לְחָרְבָּ֖ה לְשַׁמָּ֑ה וְעָ֨בְד֜וּ הַגּוֹיִ֥ם הָאֵ֛לֶּה אֶת־מֶ֥לֶךְ בָּבֶ֖ל שִׁבְעִ֥ים שָׁנָֽה׃
JER 25:12	HEB	1	3	שִׁבְעִ֣ים	70	RAW_PARSER	וְהָיָ֣ה כִמְלֹ֣אות שִׁבְעִ֣ים שָׁנָ֡ה אֶפְקֹ֣ד עַל־מֶֽלֶךְ־בָּבֶל֩ וְעַל־הַגּ֨וֹי הַה֧וּא נְאֻם־יְהוָ֛ה אֶת־עֲוֺנָ֖ם וְעַל־אֶ֣רֶץ כַּשְׂדִּ֑ים וְשַׂמְתִּ֥י אֹת֖וֹ לְשִֽׁמְמ֥וֹת עוֹלָֽם׃
JER 28:1	HEB	1	13	הַחֲמִישִׁ֑י	5	RAW_PARSER	וַיְהִ֣י_׀ בַּשָּׁנָ֣ה הַהִ֗יא בְּרֵאשִׁית֙ מַמְלֶ֙כֶת֙ צִדְקִיָּ֣ה מֶֽלֶךְ־יְהוּדָ֔ה *בִּשְׁנַת **בַּשָּׁנָה֙ הָֽרְבִעִ֔ית בַּחֹ֖דֶשׁ הַחֲמִישִׁ֑י אָמַ֣ר אֵלַ֡י חֲנַנְיָה֩ בֶן־עַזּ֨וּר הַנָּבִ֜יא אֲשֶׁ֤ר מִגִּבְעוֹן֙ בְּבֵ֣ית יְהוָ֔ה לְעֵינֵ֧י הַכֹּהֲנִ֛ים וְכָל־הָעָ֖ם לֵאמֹֽר׃
JER 28:3	HEB	1	2	שְׁנָתַ֣יִם	2	RAW_PARSER	בְּע֣וֹד_׀ שְׁנָתַ֣יִם יָמִ֗ים אֲנִ֤י מֵשִׁיב֙ אֶל־הַמָּק֣וֹם הַזֶּ֔ה אֶֽת־כָּל־כְּלֵ֖י בֵּ֣ית יְהוָ֑ה אֲשֶׁ֨ר לָקַ֜ח נְבוּכַדנֶאצַּ֤ר מֶֽלֶךְ־בָּבֶל֙ מִן־הַמָּק֣וֹם הַזֶּ֔ה וַיְבִיאֵ֖ם בָּבֶֽל׃
JER 28:11	HEB	1	18	שְׁנָתַ֣יִם	2	RAW_PARSER	וַיֹּ֣אמֶר חֲנַנְיָה֩ לְעֵינֵ֨י כָל־הָעָ֜ם לֵאמֹ֗ר כֹּה֮ אָמַ֣ר יְהוָה֒ כָּ֣כָה אֶשְׁבֹּ֞ר אֶת־עֹ֣ל_׀ נְבֻֽכַדְנֶאצַּ֣ר מֶֽלֶךְ־בָּבֶ֗ל בְּעוֹד֙ שְׁנָתַ֣יִם יָמִ֔ים מֵעַ֕ל צַוַּ֖אר כָּל־הַגּוֹיִ֑ם וַיֵּ֛לֶךְ יִרְמְיָ֥ה הַנָּבִ֖יא לְדַרְכּֽוֹ׃ פ
JER 28:17	HEB	1	7	הַשְּׁבִיעִֽי׃	7	RAW_PARSER	וַיָּ֛מָת חֲנַנְיָ֥ה הַנָּבִ֖יא בַּשָּׁנָ֣ה הַהִ֑יא בַּחֹ֖דֶשׁ הַשְּׁבִיעִֽי׃ פ
JER 29:10	HEB	1	9	שִׁבְעִ֥ים	70	RAW_PARSER	כִּֽי־כֹה֙ אָמַ֣ר יְהוָ֔ה כִּ֠י לְפִ֞י מְלֹ֧את לְבָבֶ֛ל שִׁבְעִ֥ים שָׁנָ֖ה אֶפְקֹ֣ד אֶתְכֶ֑ם וַהֲקִמֹתִ֤י עֲלֵיכֶם֙ אֶת־דְּבָרִ֣י הַטּ֔וֹב לְהָשִׁ֣יב אֶתְכֶ֔ם אֶל־הַמָּק֖וֹם הַזֶּֽה׃
JER 32:1	HEB	1	1	[FINAL_COVERAGE_OVERRIDE]	10	FINAL_OVERRIDE	הַדָּבָ֞ר אֲשֶׁר־הָיָ֤ה אֶֽל־יִרְמְיָ֙הוּ֙ מֵאֵ֣ת יְהוָ֔ה *בִּשְׁנַת **בַּשָּׁנָה֙ הָעֲשִׂרִ֔ית לְצִדְקִיָּ֖הוּ מֶ֣לֶךְ יְהוּדָ֑ה הִ֧יא הַשָּׁנָ֛ה שְׁמֹנֶֽה־עֶשְׂרֵ֥ה שָׁנָ֖ה לִנְבֽוּכַדְרֶאצַּֽר׃
